x_title,y_cat_id,cat_1,cat_2,cat_3
fire sprinkler / pipe fitter,5197,trades services,technicians,technicians
fire equipment technician - rotorua,5197,trades services,technicians,technicians
commercial door installer / team leader,5197,trades services,technicians,technicians
electrician,5197,trades services,technicians,technicians
motorcycle technician / mechanic,5197,trades services,technicians,technicians
small engine mechanic,5197,trades services,technicians,technicians
building washing technician needed,5197,trades services,technicians,technicians
experience technician water,5197,trades services,technicians,technicians
fibre build technician,5197,trades services,technicians,technicians
service technician,5197,trades services,technicians,technicians
fire system tester - nelson,5197,trades services,technicians,technicians
smart meter project - subcontractors required,5197,trades services,technicians,technicians
sprinkler remedial estimator,5197,trades services,technicians,technicians
small motor mechanic/technician,5197,trades services,technicians,technicians
field service technician,5197,trades services,technicians,technicians
fire alarm technician,5197,trades services,technicians,technicians
fitter / welder / technician,5197,trades services,technicians,technicians
junior service technician,5197,trades services,technicians,technicians
elevator technicians,5197,trades services,technicians,technicians
security technician,5197,trades services,technicians,technicians
trainee installation technician,5197,trades services,technicians,technicians
security technicians,5197,trades services,technicians,technicians
service technician - christchurch,5197,trades services,technicians,technicians
elevator technicians - auckland,5197,trades services,technicians,technicians
experienced service technician,5197,trades services,technicians,technicians
rigger/technician,5197,trades services,technicians,technicians
security technician,5197,trades services,technicians,technicians
generator compressor apprentice,5197,trades services,technicians,technicians
marine fire engineer service technician,5197,trades services,technicians,technicians
electrician,5197,trades services,technicians,technicians
fire alarm technician,5197,trades services,technicians,technicians
scoper - sales technician - new plymouth,5197,trades services,technicians,technicians
security technician,5197,trades services,technicians,technicians
electronics repair technician,5197,trades services,technicians,technicians
maintenance technician,5197,trades services,technicians,technicians
marine technician trainee,5197,trades services,technicians,technicians
dual trade technician - feed mill,5197,trades services,technicians,technicians
roading signage technician,5197,trades services,technicians,technicians
auto glazier / trainee,5197,trades services,technicians,technicians
network technician,5197,trades services,technicians,technicians
service technician - agriculture equipment,5197,trades services,technicians,technicians
senior telecommunications technician,5197,trades services,technicians,technicians
pest control service technician,5197,trades services,technicians,technicians
mobile sales and service technician,5197,trades services,technicians,technicians
full time service technician/shop sales,5197,trades services,technicians,technicians
water engineer / pump technician,5197,trades services,technicians,technicians
field service technician - cromwell,5197,trades services,technicians,technicians
quality control/testing roles - construction indus,5197,trades services,technicians,technicians
calibration service technician,5197,trades services,technicians,technicians
equipment technicians/heavy diesel mechanics,5197,trades services,technicians,technicians
bicycle assembler - whangarei,5197,trades services,technicians,technicians
elevator technicians - based in auckland,5197,trades services,technicians,technicians
telecommunications/ ict network installation tech,5197,trades services,technicians,technicians
fire protection staff wanted,5197,trades services,technicians,technicians
composites technician,5197,trades services,technicians,technicians
elevator technician wanted,5197,trades services,technicians,technicians
fire system tester - christchurch,5197,trades services,technicians,technicians
auto electrical department team leader,5197,trades services,technicians,technicians
installer,5197,trades services,technicians,technicians
maintenance technicians,5197,trades services,technicians,technicians
workshop manager,5197,trades services,technicians,technicians
data communications manager,5197,trades services,technicians,technicians
its traffic signals technician,5197,trades services,technicians,technicians
service technician,5197,trades services,technicians,technicians
service installer,5197,trades services,technicians,technicians
bicycle assembler - hamilton/waikato,5197,trades services,technicians,technicians
telecommunications technician/ ufb technician,5197,trades services,technicians,technicians
administration,5197,trades services,technicians,technicians
mobile sales and service technician,5197,trades services,technicians,technicians
pest control technician - no experience required,5197,trades services,technicians,technicians
fire alarm technician fire alarm tester,5197,trades services,technicians,technicians
technical manager,5197,trades services,technicians,technicians
light to medium diesel mechanic,5197,trades services,technicians,technicians
underground service locating technician,5197,trades services,technicians,technicians
aircraft technician,5197,trades services,technicians,technicians
irrigation service technician cromwell,5197,trades services,technicians,technicians
field service technician greymouth,5197,trades services,technicians,technicians
data/ict technician - foreman potential,5197,trades services,technicians,technicians
fire alarm technician,5197,trades services,technicians,technicians
electronics repair technician,5197,trades services,technicians,technicians
concrete technician,5197,trades services,technicians,technicians
elevator technician,5197,trades services,technicians,technicians
data/ict technician - foreman potential wanaka,5197,trades services,technicians,technicians
electrical service technician,5197,trades services,technicians,technicians
technician - carpentry/building site,5197,trades services,technicians,technicians
electronics repair technician,5197,trades services,technicians,technicians
